RF00011	CP000253.1/1419062-1418683	380
RF00011	KQ969392.1/25639-25273	367
RF00011	FR899490.1/31799-32140	342
RF00011	AYYO01000010.1/123017-122652	366
RF00011	CP002899.1/1283835-1284207	373
RF00011	KE159683.1/37286-36941	346
RF00011	AAJM01000247.1/6967-7278	312
RF00011	MJAT01000037.1/59718-60092	375
RF00011	AZCX01000001.1/237511-237885	375
RF00011	KE150421.1/868108-867731	378
RF00011	KQ758617.1/1657430-1657038	393
RF00011	BBJM01000014.1/11861-11485	377
RF00011	AYYX01000037.1/11791-12162	372
RF00011	AE017308.1/449398-449115	284
RF00011	AOCG01000006.1/101141-100767	375
RF00011	MWKN01000045.1/53-452	400
RF00011	CP011366.1/1507532-1507925	394
RF00011	CP002808.1/1067037-1067390	354
RF00011	KI271582.1/345262-344872	391
RF00011	AYZM01000148.1/127709-127332	378
RF00011	LVLH01000035.1/24876-24601	276
RF00011	GG657561.1/644188-644546	359
RF00011	CP003273.1/3806647-3806304	344
RF00011	FQUY01000005.1/126249-125884	366
RF00011	AMWK01000012.1/1219-904	316
RF00011	AODF01000008.1/67347-67720	374
RF00011	CTRP01000014.1/77326-76997	330
RF00011	NGLE01000001.1/1392124-1391712	413
RF00011	CM002131.1/385694-386061	368
RF00011	LWMN01000010.1/358962-358595	368
RF00011	CP001791.1/2120338-2120723	386
RF00011	MASJ01000042.1/89848-90229	382
RF00011	CP021434.1/3329643-3330034	392
RF00011	FR893547.1/73163-73504	342
RF00011	AZGM01000110.1/17779-17404	376
RF00011	CP019698.1/1208122-1208468	347
RF00011	FR898169.1/115862-115535	328
RF00011	AP012157.1/2737086-2736704	383
RF00011	JOJZ01000016.1/4347-4726	380
RF00011	AVPF01000039.1/3302-2918	385
RF00011	AKKV01000020.1/143322-143713	392
RF00011	CP014873.1/2029194-2029566	373
RF00011	CCDP010000001.1/2177227-2177601	375
RF00011	LELK01000001.1/503273-503670	398
RF00011	AVPG01000004.1/35757-35375	383
RF00011	GL622241.1/1320240-1319877	364
RF00011	MLQQ01000018.1/118142-118530	389
RF00011	KE136389.1/1265488-1265857	370
RF00011	CCXR01000001.1/2403755-2403380	376
RF00011	AP012200.1/1091902-1092270	369
RF00011	ATBB01000290.1/3953-3571	383
RF00011	BAWA01000020.1/10543-10928	386
RF00011	GG698802.1/378359-377986	374
RF00011	CP002512.1/1035965-1035610	356
RF00011	JTLV01000006.1/35127-34758	370
RF00011	JH415059.1/85209-84835	375
RF00011	LTFS01000050.1/6385-6748	364
RF00011	CP003504.1/2386738-2386368	371
RF00011	JPVQ01000018.1/49590-49210	381
RF00011	DQ489736.1/626402-626772	371
RF00011	CAGH01000044.1/2820-2451	370
RF00011	HF996815.1/6794-7136	343
RF00011	AMPQ01000002.1/63325-63699	375
RF00011	FUKX01000058.1/99123-98755	369
RF00011	CP007521.1/102066-102333	268
RF00011	AGUA01000071.1/35657-36033	377
RF00011	MNUA01000035.1/2427-2090	338
RF00011	LGCI01000010.1/387768-387387	382
RF00011	CP014806.1/1673706-1673323	384
RF00011	FUXI01000039.1/19160-18792	369
RF00011	JXCY01000006.1/96086-95711	376
RF00011	CP000813.3/2003887-2003504	384
RF00011	AOCD01000107.1/5790-5423	368
RF00011	CP014140.1/2708203-2707816	388
RF00011	FRCF01000002.1/329465-329078	388
RF00011	AZFM01000006.1/68980-68614	367
RF00011	JPUW01000008.1/48805-48427	379
RF00011	FR902159.1/32232-31893	340
RF00011	HF989912.1/4041-4369	329
RF00011	CP005078.1/810702-810332	371
RF00011	NGMO01000001.1/224168-223800	369
RF00011	JPZO01000037.1/3453-3843	391
RF00011	FXWM01000001.1/4757907-4757502	406
RF00011	LN774769.1/1071629-1072027	399
RF00011	LDYG01000028.1/190645-190262	384
RF00011	LPUT01000023.1/357916-357527	390
RF00011	AZEE01000028.1/379432-379809	378
RF00011	JNVC02000004.1/185769-185379	391
RF00011	HF995531.1/2439-2119	321
RF00011	KK036487.1/34506-34887	382
RF00011	AMSQ01000010.1/21562-21942	381
RF00011	AEYM01000020.1/520-155	366
RF00011	AFGF01000018.1/3094-3429	336
RF00011	AE016877.1/1508066-1508456	391
RF00011	FR890812.1/54925-55272	348
RF00011	FR893333.1/81526-81875	350
RF00011	LHQM01000012.1/37522-37887	366
RF00011	ADNT01000078.1/84467-84828	362
RF00011	CP003056.1/3214505-3214896	392
RF00011	AFXA01000011.1/161226-161506	281
RF00011	MICT01000053.1/11103-11435	333
RF00011	LKET01000027.1/16878-17197	320
RF00011	CP000725.1/638224-638589	366
RF00011	KB946326.1/775417-775789	373
RF00011	CP002207.1/1791077-1790694	384
RF00011	BAUV01000047.1/8444-8828	385
RF00011	KI535313.1/498407-498764	358
RF00011	JMIR01000029.1/94018-93625	394
RF00011	JXLP01000002.1/308540-308935	396
RF00011	LTWW01000016.1/246854-247240	387
RF00011	HG764817.1/2557408-2557777	370
RF00011	CP002525.1/353506-353133	374
RF00011	FR890375.1/96448-96088	361
RF00011	MPHG01000162.1/2087-1683	405
RF00011	CP008852.1/1637178-1637505	328
RF00011	FR893375.1/115318-115004	315
RF00011	CP000560.1/2136945-2136564	382
RF00011	AZGB01000003.1/60742-61109	368
RF00011	AYSH01000011.1/128388-128014	375
RF00011	CP013659.2/1565363-1564985	379
RF00011	JWHU01000034.1/224564-224194	371
RF00011	LSGP01000025.1/337884-337563	322
RF00011	CP014160.1/1976599-1976948	350
RF00011	MVYV01000238.1/13975-14340	366
RF00011	CP020772.1/2200373-2200745	373
RF00011	MSDU01000008.1/61551-61163	389
RF00011	CP013862.1/905037-904654	384
RF00011	AORH01000011.1/17768-17503	266
RF00011	CP000922.1/1367268-1367660	393
RF00011	LJIZ01000003.1/539172-538788	385
RF00011	JRNX01000624.1/1068-698	371
RF00011	AP009608.1/63372-63644	273
RF00011	AKFP01000017.1/39023-39393	371
RF00011	CP013688.1/1534594-1534226	369
RF00011	CCSE01000001.1/875636-876027	392
RF00011	KI535340.1/193674-193281	394
RF00011	AEKL01000060.1/36665-36292	374
RF00011	FNDC01000003.1/72178-71801	378
RF00011	MLYQ01000029.1/89706-90092	387
RF00011	CP000612.1/1380424-1380772	349
RF00011	AKKB01000117.1/75163-75552	390
RF00011	AZFW01000032.1/14401-14758	358
RF00011	HG000342.1/23320-22980	341
RF00011	CP014163.1/38808-38457	352
RF00011	KE351686.1/148189-147817	373
RF00011	CP015438.1/1761159-1761550	392
RF00011	JQCQ01000001.1/127748-127376	373
RF00011	CP010796.1/362940-363315	376
RF00011	FO393427.1/107593-107212	382
RF00011	GG700811.1/141447-141805	359
RF00011	MPJX01000128.1/2799-2444	356
RF00011	CP012602.1/2258139-2258515	377
RF00011	LGTO01000007.1/2160613-2160237	377
RF00011	JNFA01000023.1/86780-86396	385
RF00011	AZGA01000002.1/22367-22721	355
RF00011	GL982997.1/352999-352625	375
RF00011	JRNL01000088.1/71646-72027	382
RF00011	CP006934.1/289043-289382	340
RF00011	MIDC01000023.1/298405-298068	338
RF00011	ANAG01000017.1/56006-56380	375
RF00011	CP009129.1/1768988-1768610	379
RF00011	LADP01000005.1/24852-25192	341
RF00011	CP004856.1/1785595-1785230	366
RF00011	CP003923.1/1913919-1913545	375
RF00011	AFVQ02000081.1/43384-43772	389
RF00011	LDPH01000002.1/121360-121739	380
RF00011	HF996848.1/24789-24450	340
RF00011	HF998227.1/23864-24204	341
RF00011	LFEL01000001.1/453494-453105	390
RF00011	AP006840.1/2568994-2568568	427
RF00011	FR898758.1/8081-8393	313
RF00011	ABAA01000001.1/325493-325873	381
RF00011	LAYY01000013.1/93049-93426	378
RF00011	BAUT01000007.1/10593-10983	391
RF00011	LAYY01000024.1/7083-7460	378
RF00011	CM001398.1/1337941-1338314	374
RF00011	CP022657.1/3102485-3102085	401
