RF00008	MFMU01000017.1/4272-4219	54
RF00008	AP009384.1/4100083-4100026	58
RF00008	AFEW01038831.1/5066-5010	57
RF00008	AFEW01033646.1/10717-10661	57
RF00008	CM007898.1/169659026-169659083	58
RF00008	AJKJ01000094.1/293-348	56
RF00008	CM007890.1/152492602-152492659	58
RF00008	CM007890.1/2839479-2839422	58
RF00008	CM007890.1/2840295-2840238	58
RF00008	CM007898.1/192402933-192402876	58
RF00008	KK198763.1/44043161-44043104	58
RF00008	CM007895.1/101590256-101590313	58
RF00008	CM007895.1/101593721-101593778	58
RF00008	AFEW01003629.1/318-262	57
RF00008	AFEW01015573.1/3390-3446	57
RF00008	CM007898.1/192403747-192403690	58
RF00008	CM007903.1/118778788-118778845	58
RF00008	AFEW01025041.1/8355-8411	57
RF00008	KK198757.1/57787283-57787226	58
RF00008	KZ114160.1/1739-1683	57
RF00008	CM007892.1/16228068-16228125	58
RF00008	CM007904.1/17300067-17300010	58
RF00008	CM007891.1/179816721-179816664	58
RF00008	CM007891.1/179817535-179817478	58
RF00008	CM007891.1/6967505-6967448	58
RF00008	CM007892.1/146290649-146290706	58
RF00008	CM007892.1/146291462-146291519	58
RF00008	CM007892.1/31149488-31149545	58
RF00008	CM007892.1/41790831-41790888	58
RF00008	CM007892.1/41791646-41791703	58
RF00008	CM007893.1/81332082-81332139	58
RF00008	CM007894.1/101055243-101055300	58
RF00008	CM007894.1/106585904-106585847	58
RF00008	CM007894.1/106586718-106586661	58
RF00008	CM007894.1/106755320-106755377	58
RF00008	CM007894.1/139379363-139379420	58
RF00008	CM007894.1/145998657-145998714	58
RF00008	CM007894.1/146019517-146019574	58
RF00008	CM007894.1/146039653-146039710	58
RF00008	CM007894.1/146053813-146053870	58
RF00008	CM007894.1/146512188-146512245	58
RF00008	CM007894.1/146513003-146513060	58
RF00008	CM007894.1/17908144-17908087	58
RF00008	CM007894.1/86150215-86150272	58
RF00008	CM007894.1/86150524-86150467	58
RF00008	CM007894.1/94357609-94357666	58
RF00008	CM007894.1/94358423-94358480	58
RF00008	CM007895.1/101640590-101640533	58
RF00008	CM007895.1/6942445-6942388	58
RF00008	CM007897.1/132482676-132482733	58
RF00008	CM007897.1/132483491-132483548	58
RF00008	CM007897.1/16143981-16143924	58
RF00008	CM007897.1/19635413-19635470	58
RF00008	CM007897.1/19636227-19636284	58
RF00008	CM007897.1/19638334-19638391	58
RF00008	CM007897.1/2091539-2091482	58
RF00008	CM007897.1/2092353-2092296	58
RF00008	CM007898.1/189297728-189297785	58
RF00008	CM007898.1/21698154-21698211	58
RF00008	CM007898.1/21698968-21699025	58
RF00008	CM007898.1/28395144-28395087	58
RF00008	CM007898.1/28395958-28395901	58
RF00008	CM007899.1/166972006-166972063	58
RF00008	CM007899.1/166972820-166972877	58
RF00008	CM007899.1/186327434-186327491	58
